name,location,specialty,facility_type,place_id,latitude,longitude,vicinity,rating,reviews,is_open_now,opening_hours,phone_number,website,emergency_facility,response_probability,distance_from_center,has_phone,has_website,collected_at
Kondhwa Hospital Gate,"CVQW+Q4V, Yewalewadi, Kondhwa Budruk, Pune, Maharashtra 411048, India",General,establishment,ChIJs2p2HgDrwjsRASV5u7oZkOg,18.4394918,73.8952905,"CVQW+Q4V, Yewalewadi, Kondhwa Budruk, Pune, Maharashtra 411048, India",0.0,0,False,[],,,True,0.5,2421.88278592328,0,0,2026-04-08T12:54:46.550258
Gajanan Medical Store,"CWV6+2X5, College Road, near Ambrkar Hotel, Biricks, Pisoli, Pune, Maharashtra 411060, India",General,establishment,ChIJTXOsqsrrwjsRI08Rll2y1b0,18.442504,73.912492,"CWV6+2X5, College Road, near Ambrkar Hotel, Biricks, Pisoli, Pune, Maharashtra 411060, India",5.0,1,True,"['Monday: 8:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u200911:00\u202fPM']",,,True,0.7,2464.481050911039,0,0,2026-04-08T12:54:47.087571
"Om Medico Gagan Lawish, Shop no.5, Near Dharmavat Petrol Pump, Pisoli, Pune, Maharashtra.","Shree Siddhivinayak Meera, Pisoli, Pune, Maharashtra 411060, India",General,establishment,ChIJp7Z9UwDrwjsRdX6NwVr2inA,18.4435162,73.9063208,"Shree Siddhivinayak Meera, Pisoli, Pune, Maharashtra 411060, India",5.0,4,True,"['Monday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 7:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 7:00\u202fAM\u2009–\u200912:00\u202fAM']",076665 65150,,True,0.7999999999999999,2516.3007441643103,1,0,2026-04-08T12:54:47.626564
Lifesy Healthcare Pvt. Ltd.,"Gagan Lawish, Shree Siddhivinayak Meera, Pisoli, Pune, Maharashtra 411060, India",General,establishment,ChIJVVVVZkvqwjsRbRmwnS8_ORA,18.4436776,73.9071395,"Gagan Lawish, Shree Siddhivinayak Meera, Pisoli, Pune, Maharashtra 411060, India",0.0,0,False,[],092268 50052,,True,0.6,2532.3391170161085,1,0,2026-04-08T12:54:47.847817
Vinnayak Spine Hospital | Robotic Spine Super Speciality Hospital in Maharashtra | Spine Specialist in Pune,"kanade mala, 52/1, Jagdamba Bhawan Marg, near Little heart society, Shree Siddhivinayak Meera, Undri, Pune, Maharashtra 411060, India",General Practice,doctor,ChIJCWvPOgDrwjsRqKrh3m7SOrg,18.4438943,73.9135146,"kanade mala, 52/1, Jagdamba Bhawan Marg, near Little heart society, Shree Siddhivinayak Meera, Undri, Pune, Maharashtra 411060, India",4.5,385,True,"['Monday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']",075759 97575,http://spinespecialistpune.com/,True,0.85,2640.257306831197,1,1,2026-04-08T12:54:48.101390
Gupta House & Hospital,"survey no 56/6, Shree Siddhivinayak Meera, Undri, Pune, Maharashtra 411060, India",General,establishment,ChIJCT7JmrnrwjsR_p84s6aSRfA,18.4452249,73.9130842,"survey no 56/6, Shree Siddhivinayak Meera, Undri, Pune, Maharashtra 411060, India",5.0,1,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",,,True,0.7,2773.3438714567596,0,0,2026-04-08T12:54:48.337950
Vishwa poly clinic,"Yewalewadi Rd, near sinhagad college bus stop, Yewalewadi, Kondhwa Budruk, Pune, Maharashtra 411048, India",General,establishment,ChIJy8TqPRfrwjsRHQvON8DLKKg,18.4427166,73.893794,"Yewalewadi Rd, near sinhagad college bus stop, Yewalewadi, Kondhwa Budruk, Pune, Maharashtra 411048, India",4.8,110,True,"['Monday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM']",098816 55870,,True,0.7999999999999999,2810.6650896204737,1,0,2026-04-08T12:54:48.592062
Dr. Priya Pramod Ahire,"Shop No. 26, Banka Sapphire, Jagdamba Bhawan Marg, opposite Bloomfield School, Shree Siddhivinayak Meera, Pisoli, Pune, Maharashtra 411060, India",General Practice,doctor,ChIJxa-0O8HrwjsRpL-kfRZkaCg,18.4461175,73.91100229999999,"Shop No. 26, Banka Sapphire, Jagdamba Bhawan Marg, opposite Bloomfield School, Shree Siddhivinayak Meera, Pisoli, Pune, Maharashtra 411060, India",5.0,1,True,"['Monday: 9:30\u202fAM\u2009–\u20091:30\u202fPM, 5:30\u2009–\u20098:30\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20091:30\u202fPM, 5:30\u2009–\u20098:30\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20091:30\u202fPM, 5:30\u2009–\u20098:30\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20091:30\u202fPM, 5:30\u2009–\u20098:30\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20091:30\u202fPM, 5:30\u2009–\u20098:30\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20091:30\u202fPM, 5:30\u2009–\u20098:30\u202fPM', 'Sunday: Closed']",,https://www.apollo247.com/doctors/dr-priya-pramod-ahire-b7e97102-4936-4311-9ced-0c13e1b48f0f?utm_source=gmb_docverse&utm_medium=clinics&utm_campaign=doctors,True,0.75,2831.314863609632,0,1,2026-04-08T12:54:48.941304
Vital clinic pisoli,"petrol pump, behind dharmavat, Pisoli, Pune, Maharashtra 411060, India",General,establishment,ChIJRVAilU7rwjsR4uYG9zyskx4,18.446324,73.90516819999999,"petrol pump, behind dharmavat, Pisoli, Pune, Maharashtra 411060, India",0.0,0,True,"['Monday: 9:30\u202fAM\u2009–\u20099:30\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20099:30\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20099:30\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20099:30\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20099:30\u202fPM', 'Sunday: 5:00\u2009–\u20099:00\u202fPM']",,,True,0.7,2835.1506268210233,0,0,2026-04-08T12:54:49.128981
Jai Malhar Medical,"Near Kamthe School,Kondhwa Budruk Road, CWW4+G3F, Yewalewadi, Pisoli, Pune, Maharashtra 411060, India",General,establishment,ChIJq6qqakzqwjsRMV-uMcsKT_g,18.4463245,73.9051668,"Near Kamthe School,Kondhwa Budruk Road, CWW4+G3F, Yewalewadi, Pisoli, Pune, Maharashtra 411060, India",0.0,0,True,"['Monday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u200910:00\u202fPM']",096236 12062,,True,0.7999999999999999,2835.217537739074,1,0,2026-04-08T12:54:49.490396
Mauli Medical,"Krushna Kunj Complex, opposite Shivsena Office, Yewalewadi, Anthon Nagar, Kondhwa Budruk, Pune, Maharashtra 411060, India",General,establishment,ChIJq6qqakzqwjsR5cTjg2C54TA,18.4463245,73.9051668,"Krushna Kunj Complex, opposite Shivsena Office, Yewalewadi, Anthon Nagar, Kondhwa Budruk, Pune, Maharashtra 411060, India",0.0,0,False,[],,,True,0.5,2835.217537739074,0,0,2026-04-08T12:54:49.696836
Krishna medical and surgical,"Shop no 6 nirman square opp kamthe nagar bus stop yewlewadi pune pin code 411048, Yewalewadi, Kondhwa Budruk, Pune, Maharashtra 411048, India",General,establishment,ChIJCxyZhDjrwjsRelmFneh1r5c,18.4393316,73.8872661,"Shop no 6 nirman square opp kamthe nagar bus stop yewlewadi pune pin code 411048, Yewalewadi, Kondhwa Budruk, Pune, Maharashtra 411048, India",4.2,5,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",072194 38732,,True,0.7999999999999999,2940.404982229383,1,0,2026-04-08T12:54:50.104663
Dr. Kshirsagar's Multispeciality dental care,"Office no, 13 first floor, Kamthe Patil Nagar, Nirmaan Square, Yewalewadi, Tilekar Nagar, Kondhwa Budruk, Pune, Maharashtra 411048, India",General,dentist,ChIJxY7rAsXrwjsR7Q2XUmYxXlk,18.4394247,73.8872288,"Office no, 13 first floor, Kamthe Patil Nagar, Nirmaan Square, Yewalewadi, Tilekar Nagar, Kondhwa Budruk, Pune, Maharashtra 411048, India",5.0,72,True,"['Monday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Sunday: Closed']",,https://id.vyaparify.com/dr-kshirsagars-multispeciality-dental,True,0.75,2950.444463570237,0,1,2026-04-08T12:54:50.374548
One Life Clinic,"217, 2nd floor, Grandstand, Dynamic Grandeur, Wadachi Wadi Rd, Shree Siddhivinayak Meera, Undri, Pune, Maharashtra 411060, India",General Practice,doctor,ChIJR7og465ZsAYR60vmlyFHxFQ,18.4459247,73.9168169,"217, 2nd floor, Grandstand, Dynamic Grandeur, Wadachi Wadi Rd, Shree Siddhivinayak Meera, Undri, Pune, Maharashtra 411060, India",5.0,44,True,"['Monday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 2:00\u2009–\u20098:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 2:00\u2009–\u20098:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 2:00\u2009–\u20098:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 2:00\u2009–\u20098:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 2:00\u2009–\u20098:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 4:00\u2009–\u20098:00\u202fPM', 'Sunday: Closed']",0788 759 8891,http://www.onelifeclinics.com/,True,0.85,2959.3092272116805,1,1,2026-04-08T12:54:50.615763
Dr. Gupta Clinic,"217, Dynamic Grandstand (F, Shree Siddhivinayak Meera, Undri, Pune, Maharashtra 411060, India",General Practice,doctor,ChIJtQ4Q7HTrwjsRj6pmIcQrr4c,18.4460278,73.9168134,"217, Dynamic Grandstand (F, Shree Siddhivinayak Meera, Undri, Pune, Maharashtra 411060, India",4.7,13,True,"['Monday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 4:30\u2009–\u20098:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 4:30\u2009–\u20098:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 4:30\u2009–\u20098:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 4:30\u2009–\u20098:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 4:30\u2009–\u20098:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20091:00\u202fPM, 4:30\u2009–\u20098:00\u202fPM', 'Sunday: Closed']",0788 759 8891,http://www.onelifeclinics.com/,True,0.85,2969.9643390787032,1,1,2026-04-08T12:54:50.851274
"Smt Kashibai Navale College and General Hospital, Urban Health Training Centre (UHTC,Kondhwa)","CVVV+Q93, Kondhwa Budruk, Pune, Maharashtra 411048, India",General,establishment,ChIJkdyiftHrwjsR9aYyqx58VBI,18.4443851,73.8934288,"CVVV+Q93, Kondhwa Budruk, Pune, Maharashtra 411048, India",0.0,0,True,"['Monday: 9:30\u202fAM\u2009–\u20094:00\u202fAM', 'Tuesday: 9:30\u202fAM\u2009–\u20094:00\u202fAM', 'Wednesday: 9:30\u202fAM\u2009–\u20094:00\u202fAM', 'Thursday: 9:30\u202fAM\u2009–\u20094:00\u202fAM', 'Friday: 9:30\u202fAM\u2009–\u20094:00\u202fAM', 'Saturday: 9:30\u202fAM\u2009–\u20094:00\u202fAM', 'Sunday: Closed']",,,True,0.7,2990.8414902706004,0,0,2026-04-08T12:54:51.103598
Dr. Sheetal Barkade,"Yewalewadi Rd, near Sinhgad College Bus Stop, Kondhwa Budruk, Pune, Maharashtra 411048, India",General Practice,doctor,ChIJVwFa6KTrwjsR-M-9e6kplxg,18.4433843,73.8916783,"Yewalewadi Rd, near Sinhgad College Bus Stop, Kondhwa Budruk, Pune, Maharashtra 411048, India",5.0,2,False,[],,https://drsheetalbarkade.getmy.clinic/?utm_source=gmb&utm_medium=web&utm_campaign=tu,True,0.55,2991.5306505246517,0,1,2026-04-08T12:54:51.324632
Janlok Medicals,"CVVV+VCX, Saswad Road, Yewalewadi, Danny Mehata Nagar, Kondhwa Budruk, Pune, Maharashtra 411048, India",General,establishment,ChIJQcAbbQDrwjsRj9CNvueKUAk,18.4447368,73.89360540000001,"CVVV+VCX, Saswad Road, Yewalewadi, Danny Mehata Nagar, Kondhwa Budruk, Pune, Maharashtra 411048, India",5.0,2,False,[],,,True,0.5,3016.1018074974572,0,0,2026-04-08T12:54:51.607183
Dr Sanjay Dhangar Urologist | Undri | Pisoli | Handewadi |NIBM |Kidney stone | Prostate | Doctor,"First floor, Bandal Empire, 101, Wadachi Wadi Rd, Shree Siddhivinayak Meera, Undri, Pune, Maharashtra 411060, India",General Practice,doctor,ChIJKUblnxrrwjsRdSRSp4xkwlc,18.4463926,73.9170949,"First floor, Bandal Empire, 101, Wadachi Wadi Rd, Shree Siddhivinayak Meera, Undri, Pune, Maharashtra 411060, India",4.5,11,True,"['Monday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']",093265 09990,https://drsanjaydhangarurologist.in/,True,0.85,3018.2324008564347,1,1,2026-04-08T12:54:52.052076
SHIVMANGAL MULTISPECIALITY HOSPITAL,"1st Floor, Bandal Empire, Wadachi Wadi Rd, near Aero Nest Society, Shree Siddhivinayak Meera, Undri, Pune, Maharashtra 411060, India",General Practice,doctor,ChIJj1hhuofrwjsRuSMuue545qY,18.4464804,73.91701189999999,"1st Floor, Bandal Empire, Wadachi Wadi Rd, near Aero Nest Society, Shree Siddhivinayak Meera, Undri, Pune, Maharashtra 411060, India",4.9,180,True,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']",096979 89305,https://shivmangalhospital.com/#/,True,0.85,3024.4115631318746,1,1,2026-04-08T12:54:52.336977
Dr. Akhileshwar Singh | Gynaecologist in Undri | Infertility Specialist,"1st Floor, Bandal Empire, Wadachi Wadi Rd, near Aero Nest Society, Shree Siddhivinayak Meera, Undri, Pune, Maharashtra 411060, India",General Practice,doctor,ChIJIeqR_G_rwjsRD6CU4kgIfzM,18.4464677,73.91709689999999,"1st Floor, Bandal Empire, Wadachi Wadi Rd, near Aero Nest Society, Shree Siddhivinayak Meera, Undri, Pune, Maharashtra 411060, India",5.0,14,False,"['Monday: 6:30\u2009–\u20098:30\u202fPM', 'Tuesday: 6:30\u2009–\u20098:30\u202fPM', 'Wednesday: 6:30\u2009–\u20098:30\u202fPM', 'Thursday: 6:30\u2009–\u20098:30\u202fPM', 'Friday: 6:30\u2009–\u20098:30\u202fPM', 'Saturday: 6:30\u2009–\u20098:30\u202fPM', 'Sunday: Closed']",078230 78235,https://www.drakhileshwarsingh.com/,True,0.65,3026.147620277959,1,1,2026-04-08T12:54:52.717447
